id,duration,start_date,start_station_name,start_station_id,end_date,end_station_name,end_station_id,bike_id,subscription_type,zip_code,city_name
9142,2656,9/2/2013 16:32,Mountain View Caltrain Station,28,9/2/2013 17:16,Rengstorff Avenue / California Street,33,43,Customer,94041,1
9143,2649,9/2/2013 16:32,Mountain View Caltrain Station,28,9/2/2013 17:16,Rengstorff Avenue / California Street,33,27,Customer,94041,1
9144,4576,9/2/2013 16:32,Market at 4th,76,9/2/2013 17:48,Market at 4th,76,617,Customer,94103,10
9145,4533,9/2/2013 16:32,Market at 4th,76,9/2/2013 17:48,Market at 4th,76,540,Customer,94103,10
9146,262,9/2/2013 16:33,San Pedro Square,6,9/2/2013 16:38,San Pedro Square,6,658,Customer,95123,11
9147,1042,9/2/2013 16:34,Embarcadero at Bryant,54,9/2/2013 16:51,Embarcadero at Sansome,60,612,Customer,94597,10
9148,885,9/2/2013 16:34,San Francisco Caltrain (Townsend at 4th),70,9/2/2013 16:49,Market at Sansome,77,281,Customer,22903,10
9149,481,9/2/2013 16:37,Embarcadero at Sansome,60,9/2/2013 16:45,Harry Bridges Plaza (Ferry Building),50,393,Customer,94103,10
9150,462,9/2/2013 16:37,Embarcadero at Sansome,60,9/2/2013 16:45,Harry Bridges Plaza (Ferry Building),50,432,Customer,94103,10
9151,2077,9/2/2013 16:41,Grant Avenue at Columbus Avenue,73,9/2/2013 17:15,Embarcadero at Sansome,60,380,Customer,54911,10
9152,1247,9/2/2013 16:47,Post at Kearney,47,9/2/2013 17:07,San Francisco City Hall,58,486,Customer,94104,10
9154,804,9/2/2013 16:50,Embarcadero at Sansome,60,9/2/2013 17:04,Market at Sansome,77,318,Customer,94107,10
9155,794,9/2/2013 16:51,Embarcadero at Sansome,60,9/2/2013 17:04,Market at Sansome,77,611,Customer,94107,10
9156,381,9/2/2013 16:51,Embarcadero at Vallejo,48,9/2/2013 16:57,Harry Bridges Plaza (Ferry Building),50,267,Subscriber,94041,10
9157,387,9/2/2013 16:51,Embarcadero at Vallejo,48,9/2/2013 16:58,Harry Bridges Plaza (Ferry Building),50,522,Customer,94041,10
9158,66736,9/2/2013 16:51,Mechanics Plaza (Market at Battery),75,9/3/2013 11:23,Civic Center BART (7th at Market),72,547,Customer,94606,10
9159,240,9/2/2013 16:52,Mechanics Plaza (Market at Battery),75,9/2/2013 16:56,Commercial at Montgomery,45,575,Customer,94133,10
9161,1014,9/2/2013 16:53,Harry Bridges Plaza (Ferry Building),50,9/2/2013 17:10,5th at Howard,57,393,Customer,94953,10
9162,987,9/2/2013 16:54,Harry Bridges Plaza (Ferry Building),50,9/2/2013 17:10,5th at Howard,57,432,Customer,94953,10
9164,774,9/2/2013 16:55,Post at Kearney,47,9/2/2013 17:08,San Francisco City Hall,58,271,Customer,94121,10
9167,455,9/2/2013 16:59,Yerba Buena Center of the Arts (3rd @ Howard),68,9/2/2013 17:07,San Francisco Caltrain (Townsend at 4th),70,379,Subscriber,94110,10
9169,7306,9/2/2013 17:00,Powell Street BART,39,9/2/2013 19:02,Powell at Post (Union Square),71,608,Customer,1576245,10
9171,463,9/2/2013 17:01,Davis at Jackson,42,9/2/2013 17:09,2nd at Folsom,62,580,Customer,94105,10
9172,991,9/2/2013 17:03,Spear at Folsom,49,9/2/2013 17:19,Embarcadero at Sansome,60,361,Subscriber,94105,10
9173,1336,9/2/2013 17:06,Powell Street BART,39,9/2/2013 17:28,Steuart at Market,74,430,Customer,95051,10
9174,1355,9/2/2013 17:06,Powell Street BART,39,9/2/2013 17:28,Steuart at Market,74,564,Customer,95051,10
9175,511,9/2/2013 17:06,Washington at Kearney,46,9/2/2013 17:15,Market at Sansome,77,354,Subscriber,94114,10
9176,697,9/2/2013 17:15,San Jose Diridon Caltrain Station,2,9/2/2013 17:26,San Salvador at 1st,8,107,Subscriber,95126,11
9177,1040,9/2/2013 17:15,Market at 4th,76,9/2/2013 17:33,Townsend at 7th,65,539,Customer,94702,10
9178,1200,9/2/2013 17:16,Market at Sansome,77,9/2/2013 17:36,Harry Bridges Plaza (Ferry Building),50,318,Customer,90210,10
9179,511,9/2/2013 17:16,Steuart at Market,74,9/2/2013 17:25,Washington at Kearney,46,359,Customer,33040,10
9180,326,9/2/2013 17:17,Powell Street BART,39,9/2/2013 17:23,Powell at Post (Union Square),71,411,Subscriber,94109,10
9181,1408,9/2/2013 17:18,Market at Sansome,77,9/2/2013 17:42,Harry Bridges Plaza (Ferry Building),50,611,Customer,1576245,10
9184,1150,9/2/2013 17:21,Market at Sansome,77,9/2/2013 17:41,Harry Bridges Plaza (Ferry Building),50,281,Customer,1576245,10
9185,3720,9/2/2013 17:21,Davis at Jackson,42,9/2/2013 18:23,Davis at Jackson,42,416,Customer,94111,10
9186,1411,9/2/2013 17:23,San Pedro Square,6,9/2/2013 17:46,San Jose Civic Center,3,669,Customer,95126,11
9187,503,9/2/2013 17:23,Embarcadero at Sansome,60,9/2/2013 17:31,Davis at Jackson,42,584,Subscriber,94105,10
9189,1282,9/2/2013 17:23,San Pedro Square,6,9/2/2013 17:45,San Jose Civic Center,3,50,Customer,95126,11
9190,3483,9/2/2013 17:25,Davis at Jackson,42,9/2/2013 18:23,Davis at Jackson,42,469,Customer,94111,10
9191,848,9/2/2013 17:32,Rengstorff Avenue / California Street,33,9/2/2013 17:46,Mountain View Caltrain Station,28,43,Customer,94041,1
9192,765,9/2/2013 17:33,Rengstorff Avenue / California Street,33,9/2/2013 17:45,Mountain View Caltrain Station,28,27,Customer,94041,1
9193,12742,9/2/2013 17:36,San Francisco City Hall,58,9/2/2013 21:08,Market at Sansome,77,486,Customer,94117,10
9194,481,9/2/2013 17:36,Davis at Jackson,42,9/2/2013 17:44,Embarcadero at Folsom,51,584,Subscriber,94105,10
9195,4556,9/2/2013 17:44,Redwood City Public Library,24,9/2/2013 19:00,Redwood City Public Library,24,258,Customer,94022,3
9198,4441,9/2/2013 17:46,Redwood City Public Library,24,9/2/2013 19:00,Redwood City Public Library,24,132,Customer,94063,3
9199,1468,9/2/2013 17:50,Harry Bridges Plaza (Ferry Building),50,9/2/2013 18:14,Embarcadero at Vallejo,48,318,Customer,1576245,10
9200,1459,9/2/2013 17:51,Harry Bridges Plaza (Ferry Building),50,9/2/2013 18:15,Embarcadero at Vallejo,48,281,Customer,1576245,10
9201,512,9/2/2013 17:51,Townsend at 7th,65,9/2/2013 18:00,5th at Howard,57,500,Subscriber,94107,10
9202,680,9/2/2013 17:51,San Salvador at 1st,8,9/2/2013 18:03,Arena Green / SAP Center,14,65,Subscriber,95126,11
9203,1350,9/2/2013 17:51,Harry Bridges Plaza (Ferry Building),50,9/2/2013 18:14,Embarcadero at Vallejo,48,611,Customer,90210,10
9204,381,9/2/2013 17:52,Spear at Folsom,49,9/2/2013 17:58,Clay at Battery,41,553,Customer,19104,10
9205,788,9/2/2013 17:52,Harry Bridges Plaza (Ferry Building),50,9/2/2013 18:06,San Francisco Caltrain (Townsend at 4th),70,267,Subscriber,94041,10
9206,760,9/2/2013 17:53,Harry Bridges Plaza (Ferry Building),50,9/2/2013 18:06,San Francisco Caltrain (Townsend at 4th),70,522,Customer,94041,10
9207,4017,9/2/2013 17:58,Mountain View Caltrain Station,28,9/2/2013 19:05,Mountain View Caltrain Station,28,43,Customer,94042,1
9208,1366,9/2/2013 18:01,Embarcadero at Bryant,54,9/2/2013 18:24,Grant Avenue at Columbus Avenue,73,529,Subscriber,94111,10
9210,4517,9/2/2013 18:02,Powell Street BART,39,9/2/2013 19:18,Powell Street BART,39,582,Subscriber,97214,10
9211,1234,9/2/2013 18:03,Embarcadero at Bryant,54,9/2/2013 18:24,Grant Avenue at Columbus Avenue,73,387,Customer,94610,10
9212,843,9/2/2013 18:03,Market at 10th,67,9/2/2013 18:17,Beale at Market,56,561,Customer,1576245,10
9213,823,9/2/2013 18:04,Market at 10th,67,9/2/2013 18:17,Beale at Market,56,360,Customer,1576245,10
9214,802,9/2/2013 18:06,Powell at Post (Union Square),71,9/2/2013 18:19,Market at 10th,67,434,Subscriber,94103,10
9215,3507,9/2/2013 18:07,Mountain View Caltrain Station,28,9/2/2013 19:05,Mountain View Caltrain Station,28,27,Customer,95014,1
9216,524,9/2/2013 18:10,Commercial at Montgomery,45,9/2/2013 18:19,Market at 4th,76,510,Customer,1576245,10
9218,1349,9/2/2013 18:14,Clay at Battery,41,9/2/2013 18:36,Market at 10th,67,341,Subscriber,94115,10
9219,1839,9/2/2013 18:17,Embarcadero at Vallejo,48,9/2/2013 18:47,Embarcadero at Sansome,60,318,Customer,1576245,10
9220,1708,9/2/2013 18:17,Embarcadero at Vallejo,48,9/2/2013 18:45,Embarcadero at Sansome,60,281,Customer,1576245,10
9221,1689,9/2/2013 18:17,Embarcadero at Vallejo,48,9/2/2013 18:45,Embarcadero at Sansome,60,611,Customer,90210,10
9222,414,9/2/2013 18:21,Post at Kearney,47,9/2/2013 18:28,Harry Bridges Plaza (Ferry Building),50,585,Customer,93405,10
9223,715,9/2/2013 18:24,Powell Street BART,39,9/2/2013 18:36,Washington at Kearney,46,606,Subscriber,94133,10
9224,630,9/2/2013 18:25,Powell Street BART,39,9/2/2013 18:36,Washington at Kearney,46,410,Customer,94133,10
9225,684,9/2/2013 18:27,Townsend at 7th,65,9/2/2013 18:38,Embarcadero at Bryant,54,615,Subscriber,94103,10
9226,775,9/2/2013 18:31,Steuart at Market,74,9/2/2013 18:44,Embarcadero at Sansome,60,625,Customer,1576245,10
9227,781,9/2/2013 18:31,Steuart at Market,74,9/2/2013 18:44,Embarcadero at Sansome,60,576,Customer,1576245,10
9228,1112,9/2/2013 18:32,5th at Howard,57,9/2/2013 18:51,Embarcadero at Sansome,60,607,Customer,93312,10
9229,1151,9/2/2013 18:33,5th at Howard,57,9/2/2013 18:52,Embarcadero at Sansome,60,500,Customer,93312,10
9230,1533,9/2/2013 18:39,Golden Gate at Polk,59,9/2/2013 19:05,Embarcadero at Vallejo,48,404,Subscriber,94102,10
9231,612,9/2/2013 18:40,Civic Center BART (7th at Market),72,9/2/2013 18:51,Harry Bridges Plaza (Ferry Building),50,560,Subscriber,94608,10
9232,1344,9/2/2013 18:43,San Francisco Caltrain (Townsend at 4th),70,9/2/2013 19:06,Davis at Jackson,42,386,Customer,94025,10
9233,694,9/2/2013 18:47,Embarcadero at Sansome,60,9/2/2013 18:59,Embarcadero at Vallejo,48,612,Customer,1576245,10
9234,428,9/2/2013 18:50,Embarcadero at Bryant,54,9/2/2013 18:57,Harry Bridges Plaza (Ferry Building),50,515,Customer,94105,10
9235,520,9/2/2013 18:50,Embarcadero at Sansome,60,9/2/2013 18:59,Embarcadero at Vallejo,48,611,Customer,90210,10
9236,1568,9/2/2013 18:51,MLK Library,11,9/2/2013 19:17,SJSU - San Salvador at 9th,16,86,Customer,95112,11
9237,428,9/2/2013 18:51,Embarcadero at Sansome,60,9/2/2013 18:58,Embarcadero at Vallejo,48,361,Customer,1576245,10
9239,256,9/2/2013 18:54,San Francisco Caltrain 2 (330 Townsend),69,9/2/2013 18:58,Townsend at 7th,65,623,Subscriber,94107,10
9240,9495,9/2/2013 18:53,Market at 4th,76,9/2/2013 21:31,Market at Sansome,77,315,Customer,94401,10
9241,1034,9/2/2013 18:54,Howard at 2nd,63,9/2/2013 19:11,Townsend at 7th,65,292,Subscriber,94119,10
9242,1004,9/2/2013 18:54,Howard at 2nd,63,9/2/2013 19:11,Townsend at 7th,65,465,Subscriber,94119,10
9243,290,9/2/2013 18:55,2nd at Townsend,61,9/2/2013 19:00,San Francisco Caltrain (Townsend at 4th),70,356,Subscriber,94107,10
9244,1021,9/2/2013 18:56,Davis at Jackson,42,9/2/2013 19:13,Golden Gate at Polk,59,469,Customer,94111,10
9245,9279,9/2/2013 18:57,Market at 4th,76,9/2/2013 21:31,Market at Sansome,77,428,Customer,94401,10
9246,471,9/2/2013 18:57,San Jose Diridon Caltrain Station,2,9/2/2013 19:05,San Jose City Hall,10,68,Customer,87122,11
9247,460,9/2/2013 18:57,San Jose Diridon Caltrain Station,2,9/2/2013 19:04,San Jose City Hall,10,70,Customer,87122,11
9249,1873,9/2/2013 19:00,University and Emerson,35,9/2/2013 19:32,University and Emerson,35,162,Customer,94110,2
9250,1824,9/2/2013 19:01,University and Emerson,35,9/2/2013 19:32,University and Emerson,35,108,Customer,94110,2
9251,298,9/2/2013 19:02,2nd at Folsom,62,9/2/2013 19:07,San Francisco Caltrain 2 (330 Townsend),69,580,Subscriber,94105,10
9252,77583,9/2/2013 19:04,San Francisco Caltrain (Townsend at 4th),70,9/3/2013 16:37,San Francisco Caltrain (Townsend at 4th),70,613,Customer,94158,10
9253,294,9/2/2013 19:04,Townsend at 7th,65,9/2/2013 19:09,San Francisco Caltrain (Townsend at 4th),70,373,Subscriber,94107,10
9254,763,9/2/2013 19:05,5th at Howard,57,9/2/2013 19:18,Harry Bridges Plaza (Ferry Building),50,393,Customer,94702,10
9255,344,9/2/2013 19:07,Temporary Transbay Terminal (Howard at Beale),55,9/2/2013 19:13,Market at 4th,76,441,Subscriber,94133,10
9256,353,9/2/2013 19:09,Redwood City Caltrain Station,22,9/2/2013 19:15,Redwood City Caltrain Station,22,207,Subscriber,94110,3
9257,2355,9/2/2013 19:09,San Jose Civic Center,3,9/2/2013 19:48,San Jose Civic Center,3,187,Customer,95119,11
9260,936,9/2/2013 19:15,Harry Bridges Plaza (Ferry Building),50,9/2/2013 19:30,5th at Howard,57,421,Subscriber,94102,10
9264,363,9/2/2013 19:15,Davis at Jackson,42,9/2/2013 19:22,Grant Avenue at Columbus Avenue,73,386,Subscriber,94133,10
9265,196,9/2/2013 19:16,San Francisco Caltrain (Townsend at 4th),70,9/2/2013 19:19,2nd at Townsend,61,356,Subscriber,94107,10
9268,254,9/2/2013 19:17,Clay at Battery,41,9/2/2013 19:21,Harry Bridges Plaza (Ferry Building),50,422,Subscriber,94115,10
9269,831,9/2/2013 19:17,San Jose City Hall,10,9/2/2013 19:31,St James Park,13,246,Subscriber,95112,11
9270,1038,9/2/2013 19:17,SJSU 4th at San Carlos,12,9/2/2013 19:35,San Jose Diridon Caltrain Station,2,180,Customer,94304,11
9271,1643,9/2/2013 19:19,SJSU - San Salvador at 9th,16,9/2/2013 19:46,MLK Library,11,86,Customer,95112,11
9274,803,9/2/2013 19:20,Golden Gate at Polk,59,9/2/2013 19:34,Steuart at Market,74,469,Customer,6359,10
9275,826,9/2/2013 19:20,Golden Gate at Polk,59,9/2/2013 19:34,Steuart at Market,74,347,Customer,6359,10
9276,764,9/2/2013 19:22,SJSU 4th at San Carlos,12,9/2/2013 19:35,San Jose Diridon Caltrain Station,2,184,Customer,7024,11
9282,523,9/2/2013 19:31,Steuart at Market,74,9/2/2013 19:40,Market at 4th,76,466,Customer,94105,10
9283,511,9/2/2013 19:31,Steuart at Market,74,9/2/2013 19:40,Market at 4th,76,447,Customer,94105,10
9284,628,9/2/2013 19:33,Embarcadero at Folsom,51,9/2/2013 19:43,San Francisco Caltrain (Townsend at 4th),70,584,Subscriber,94105,10
9285,2056,9/2/2013 19:35,San Francisco Caltrain 2 (330 Townsend),69,9/2/2013 20:09,San Francisco Caltrain 2 (330 Townsend),69,580,Customer,94107,10
9286,297,9/2/2013 19:36,San Francisco Caltrain 2 (330 Townsend),69,9/2/2013 19:41,Townsend at 7th,65,557,Subscriber,94103,10
9287,414,9/2/2013 19:38,Temporary Transbay Terminal (Howard at Beale),55,9/2/2013 19:45,Yerba Buena Center of the Arts (3rd @ Howard),68,310,Customer,94116,10
9288,993,9/2/2013 19:38,Embarcadero at Sansome,60,9/2/2013 19:54,Harry Bridges Plaza (Ferry Building),50,607,Subscriber,32137,10
9289,348,9/2/2013 19:40,San Francisco Caltrain (Townsend at 4th),70,9/2/2013 19:46,Yerba Buena Center of the Arts (3rd @ Howard),68,379,Subscriber,94105,10
9290,424,9/2/2013 19:44,San Francisco Caltrain (Townsend at 4th),70,9/2/2013 19:51,Townsend at 7th,65,476,Subscriber,94105,10
9291,1673,9/2/2013 19:44,Embarcadero at Sansome,60,9/2/2013 20:12,Embarcadero at Sansome,60,500,Customer,1576245,10
9294,357,9/2/2013 19:44,San Francisco Caltrain (Townsend at 4th),70,9/2/2013 19:50,Townsend at 7th,65,554,Subscriber,94105,10
9295,1118,9/2/2013 19:50,Embarcadero at Bryant,54,9/2/2013 20:09,Townsend at 7th,65,630,Customer,94105,10
9296,984,9/2/2013 19:51,Embarcadero at Bryant,54,9/2/2013 20:07,Townsend at 7th,65,562,Customer,94105,10
9297,418,9/2/2013 19:53,Market at Sansome,77,9/2/2013 20:00,Harry Bridges Plaza (Ferry Building),50,565,Customer,33487,10
9298,279,9/2/2013 19:55,Market at Sansome,77,9/2/2013 19:59,Harry Bridges Plaza (Ferry Building),50,354,Customer,33487,10
9299,902,9/2/2013 20:00,Grant Avenue at Columbus Avenue,73,9/2/2013 20:15,5th at Howard,57,483,Customer,90025,10
9300,1109,9/2/2013 20:03,Harry Bridges Plaza (Ferry Building),50,9/2/2013 20:22,San Francisco Caltrain 2 (330 Townsend),69,279,Customer,94107,10
9301,1053,9/2/2013 20:04,Harry Bridges Plaza (Ferry Building),50,9/2/2013 20:22,San Francisco Caltrain 2 (330 Townsend),69,585,Customer,94304,10
9302,1118,9/2/2013 20:05,Embarcadero at Sansome,60,9/2/2013 20:23,Embarcadero at Bryant,54,318,Customer,94597,10
9303,1103,9/2/2013 20:05,Embarcadero at Vallejo,48,9/2/2013 20:23,Market at 4th,76,568,Customer,1576245,10
9304,943,9/2/2013 20:06,Harry Bridges Plaza (Ferry Building),50,9/2/2013 20:22,San Francisco Caltrain 2 (330 Townsend),69,607,Customer,94107,10
9306,831,9/2/2013 20:07,Townsend at 7th,65,9/2/2013 20:21,Market at 4th,76,552,Subscriber,94107,10
9308,975,9/2/2013 20:11,5th at Howard,57,9/2/2013 20:27,Golden Gate at Polk,59,421,Subscriber,94102,10
9310,1633,9/2/2013 20:11,Yerba Buena Center of the Arts (3rd @ Howard),68,9/2/2013 20:39,5th at Howard,57,379,Customer,94116,10
9312,3128,9/2/2013 20:19,Embarcadero at Bryant,54,9/2/2013 21:11,Embarcadero at Bryant,54,378,Customer,94105,10
9313,397,9/2/2013 20:32,Harry Bridges Plaza (Ferry Building),50,9/2/2013 20:39,Market at Sansome,77,565,Customer,33487,10
9314,360,9/2/2013 20:33,Harry Bridges Plaza (Ferry Building),50,9/2/2013 20:39,Market at Sansome,77,354,Customer,33487,10
9315,1221,9/2/2013 20:33,2nd at Townsend,61,9/2/2013 20:53,2nd at Townsend,61,356,Subscriber,94107,10
9316,655,9/2/2013 20:33,Yerba Buena Center of the Arts (3rd @ Howard),68,9/2/2013 20:44,San Francisco Caltrain 2 (330 Townsend),69,559,Customer,15238,10
9317,619,9/2/2013 20:34,Yerba Buena Center of the Arts (3rd @ Howard),68,9/2/2013 20:44,San Francisco Caltrain 2 (330 Townsend),69,621,Customer,15238,10
9318,491,9/2/2013 20:41,5th at Howard,57,9/2/2013 20:49,Temporary Transbay Terminal (Howard at Beale),55,379,Customer,94116,10
9319,566,9/2/2013 20:42,Yerba Buena Center of the Arts (3rd @ Howard),68,9/2/2013 20:51,Harry Bridges Plaza (Ferry Building),50,528,Subscriber,94103,10
9320,9730,9/2/2013 20:45,Mechanics Plaza (Market at Battery),75,9/2/2013 23:27,Beale at Market,56,459,Customer,94590,10
9321,9722,9/2/2013 20:45,Mechanics Plaza (Market at Battery),75,9/2/2013 23:27,Beale at Market,56,392,Customer,94590,10
9322,1093,9/2/2013 20:46,Townsend at 7th,65,9/2/2013 21:04,Embarcadero at Folsom,51,476,Subscriber,94105,10
9323,1073,9/2/2013 20:46,Townsend at 7th,65,9/2/2013 21:04,Embarcadero at Folsom,51,382,Subscriber,94105,10
9324,1684,9/2/2013 20:48,Harry Bridges Plaza (Ferry Building),50,9/2/2013 21:16,Powell at Post (Union Square),71,515,Customer,93405,10
9325,430,9/2/2013 20:50,Mountain View Caltrain Station,28,9/2/2013 20:57,Evelyn Park and Ride,30,27,Subscriber,94123,1
9327,815,9/2/2013 20:55,Embarcadero at Sansome,60,9/2/2013 21:08,Yerba Buena Center of the Arts (3rd @ Howard),68,276,Customer,93312,10
9328,800,9/2/2013 20:55,Embarcadero at Sansome,60,9/2/2013 21:08,Yerba Buena Center of the Arts (3rd @ Howard),68,576,Customer,93312,10
9329,253,9/2/2013 20:59,Mountain View Caltrain Station,28,9/2/2013 21:03,Evelyn Park and Ride,30,153,Subscriber,94123,1
9330,626,9/2/2013 20:59,Harry Bridges Plaza (Ferry Building),50,9/2/2013 21:09,Embarcadero at Bryant,54,334,Customer,94105,10
9331,854,9/2/2013 20:59,Market at Sansome,77,9/2/2013 21:13,Spear at Folsom,49,458,Subscriber,94105,10
9332,3580,9/2/2013 20:59,Paseo de San Antonio,7,9/2/2013 21:59,San Jose City Hall,10,646,Customer,95112,11
9333,393,9/2/2013 21:03,2nd at Townsend,61,9/2/2013 21:09,San Francisco Caltrain (Townsend at 4th),70,280,Subscriber,94107,10
9334,3296,9/2/2013 21:04,Paseo de San Antonio,7,9/2/2013 21:59,San Jose City Hall,10,664,Customer,95112,11
9335,3270,9/2/2013 21:04,Paseo de San Antonio,7,9/2/2013 21:59,San Jose City Hall,10,661,Customer,1576245,11
9336,3186,9/2/2013 21:07,MLK Library,11,9/2/2013 22:00,San Jose City Hall,10,77,Customer,1576245,11
9337,3102,9/2/2013 21:09,MLK Library,11,9/2/2013 22:00,San Jose City Hall,10,200,Customer,95051,11
9338,1138,9/2/2013 21:15,Townsend at 7th,65,9/2/2013 21:34,Embarcadero at Bryant,54,562,Customer,94105,10
9339,1130,9/2/2013 21:16,Townsend at 7th,65,9/2/2013 21:35,Embarcadero at Bryant,54,442,Customer,94105,10
9340,279,9/2/2013 21:22,Harry Bridges Plaza (Ferry Building),50,9/2/2013 21:27,Clay at Battery,41,422,Subscriber,94115,10
9341,604,9/2/2013 21:24,Embarcadero at Folsom,51,9/2/2013 21:34,5th at Howard,57,476,Subscriber,94103,10
9342,793,9/2/2013 21:29,Market at 4th,76,9/2/2013 21:42,Townsend at 7th,65,447,Subscriber,94107,10
9343,327,9/2/2013 21:30,Townsend at 7th,65,9/2/2013 21:35,Townsend at 7th,65,539,Subscriber,94103,10
9344,304,9/2/2013 21:30,Townsend at 7th,65,9/2/2013 21:35,Townsend at 7th,65,557,Subscriber,94103,10
9346,426,9/2/2013 21:40,San Francisco Caltrain (Townsend at 4th),70,9/2/2013 21:47,Powell Street BART,39,490,Subscriber,94123,10
9347,3950,9/2/2013 21:47,Spear at Folsom,49,9/2/2013 22:53,Spear at Folsom,49,324,Customer,94105,10
9348,524,9/2/2013 21:48,Commercial at Montgomery,45,9/2/2013 21:57,Embarcadero at Sansome,60,312,Subscriber,94108,10
9349,3864,9/2/2013 21:48,Spear at Folsom,49,9/2/2013 22:52,Spear at Folsom,49,339,Customer,94105,10
9350,391,9/2/2013 22:04,Embarcadero at Sansome,60,9/2/2013 22:11,Steuart at Market,74,500,Subscriber,94605,10
9351,610,9/2/2013 22:06,Market at 4th,76,9/2/2013 22:16,Steuart at Market,74,617,Customer,94105,10
9352,610,9/2/2013 22:06,Market at 4th,76,9/2/2013 22:16,Steuart at Market,74,441,Customer,94105,10
9353,12607,9/2/2013 22:19,Market at 4th,76,9/3/2013 1:49,Golden Gate at Polk,59,568,Customer,1576245,10
9354,12603,9/2/2013 22:19,Market at 4th,76,9/3/2013 1:50,Golden Gate at Polk,59,510,Customer,1576245,10
9355,12311,9/2/2013 22:24,Market at 4th,76,9/3/2013 1:49,Golden Gate at Polk,59,275,Customer,1576245,10
9356,12682,9/2/2013 22:24,Market at 4th,76,9/3/2013 1:56,Golden Gate at Polk,59,552,Customer,1576245,10
9357,1230,9/2/2013 22:26,Grant Avenue at Columbus Avenue,73,9/2/2013 22:46,Grant Avenue at Columbus Avenue,73,357,Customer,1576245,10
9358,1214,9/2/2013 22:26,Grant Avenue at Columbus Avenue,73,9/2/2013 22:46,Grant Avenue at Columbus Avenue,73,387,Customer,1576245,10
9359,873,9/2/2013 22:28,Powell at Post (Union Square),71,9/2/2013 22:43,Townsend at 7th,65,515,Subscriber,94107,10
9360,11953,9/2/2013 22:30,Market at 4th,76,9/3/2013 1:49,Golden Gate at Polk,59,540,Customer,1576245,10
9361,898,9/2/2013 23:16,Steuart at Market,74,9/2/2013 23:31,San Francisco City Hall,58,352,Customer,94109,10
9363,1662,9/2/2013 23:53,Mechanics Plaza (Market at Battery),75,9/3/2013 0:21,Mechanics Plaza (Market at Battery),75,516,Subscriber,94618,10
9364,1645,9/2/2013 23:53,Market at Sansome,77,9/3/2013 0:20,Mechanics Plaza (Market at Battery),75,632,Subscriber,94556,10
9365,1653,9/2/2013 23:53,Mechanics Plaza (Market at Battery),75,9/3/2013 0:21,Mechanics Plaza (Market at Battery),75,270,Customer,94710,10
9366,1132,9/2/2013 23:56,Grant Avenue at Columbus Avenue,73,9/3/2013 0:15,Market at Sansome,77,386,Customer,1576245,10
9367,1135,9/2/2013 23:56,Grant Avenue at Columbus Avenue,73,9/3/2013 0:15,Market at Sansome,77,345,Customer,1576245,10
9368,615,9/3/2013 0:23,Powell at Post (Union Square),71,9/3/2013 0:34,Davis at Jackson,42,566,Customer,94111,10
9369,157,9/3/2013 0:29,St James Park,13,9/3/2013 0:31,St James Park,13,34,Customer,95123,11
9370,1277,9/3/2013 0:30,Market at Sansome,77,9/3/2013 0:51,South Van Ness at Market,66,486,Customer,1576245,10
9371,1244,9/3/2013 0:30,Market at Sansome,77,9/3/2013 0:51,South Van Ness at Market,66,428,Customer,1576245,10
9372,4946,9/3/2013 0:39,University and Emerson,35,9/3/2013 2:01,University and Emerson,35,162,Customer,94110,2
9373,4936,9/3/2013 0:39,University and Emerson,35,9/3/2013 2:01,University and Emerson,35,108,Customer,94110,2
9374,803,9/3/2013 6:01,Grant Avenue at Columbus Avenue,73,9/3/2013 6:14,Mechanics Plaza (Market at Battery),75,529,Subscriber,94109,10
9375,522,9/3/2013 6:16,2nd at Townsend,61,9/3/2013 6:24,Post at Kearney,47,291,Subscriber,94107,10
9376,6609,9/3/2013 6:27,5th at Howard,57,9/3/2013 8:17,Embarcadero at Sansome,60,432,Customer,1576245,10
9377,6555,9/3/2013 6:28,5th at Howard,57,9/3/2013 8:17,Embarcadero at Sansome,60,476,Customer,1576245,10
9378,617,9/3/2013 6:31,Harry Bridges Plaza (Ferry Building),50,9/3/2013 6:41,Powell Street BART,39,393,Subscriber,94102,10
9379,801,9/3/2013 6:32,Rengstorff Avenue / California Street,33,9/3/2013 6:46,Mountain View Caltrain Station,28,157,Subscriber,94043,1
9380,89,9/3/2013 6:34,Embarcadero at Sansome,60,9/3/2013 6:36,Embarcadero at Sansome,60,513,Subscriber,94111,10
9381,776,9/3/2013 6:36,Embarcadero at Sansome,60,9/3/2013 6:49,San Francisco Caltrain (Townsend at 4th),70,433,Subscriber,94111,10
9383,912,9/3/2013 6:47,Townsend at 7th,65,9/3/2013 7:02,Beale at Market,56,260,Subscriber,94107,10
9385,376,9/3/2013 6:50,Market at Sansome,77,9/3/2013 6:56,Davis at Jackson,42,565,Subscriber,94123,10
9386,693,9/3/2013 7:03,San Francisco City Hall,58,9/3/2013 7:15,Post at Kearney,47,394,Subscriber,94117,10
9387,591,9/3/2013 7:08,Commercial at Montgomery,45,9/3/2013 7:18,San Francisco Caltrain (Townsend at 4th),70,575,Customer,2906,10
9388,853,9/3/2013 7:11,South Van Ness at Market,66,9/3/2013 7:25,Temporary Transbay Terminal (Howard at Beale),55,486,Subscriber,94103,10
